customer_id,trans_date,response,month,tran_amount,month_year
CS5169,05-10-2013,0,10,46,2013-10
CS3613,26-09-2013,0,9,66,2013-09
CS1245,06-12-2014,0,12,46,2014-12
CS5394,12-01-2015,0,1,100,2015-01
CS2528,24-09-2012,0,9,39,2012-09
CS3645,07-02-2015,1,2,85,2015-02
CS5351,05-06-2013,0,6,51,2013-06
CS4049,13-07-2013,0,7,47,2013-07
CS3198,29-10-2012,0,10,60,2012-10
CS5978,01-03-2012,0,3,49,2012-03
CS1802,21-02-2015,0,2,47,2015-02
CS5964,18-02-2013,0,2,93,2013-02
CS1552,27-11-2013,0,11,59,2013-11
CS1671,20-08-2012,1,8,40,2012-08
CS2279,15-08-2011,0,8,56,2011-08
CS1401,13-01-2014,0,1,69,2014-01
CS6031,13-04-2014,0,4,102,2014-04
CS4806,27-07-2014,0,7,63,2014-07
CS5198,07-06-2012,0,6,65,2012-06
CS2047,25-07-2012,0,7,72,2012-07
CS4946,27-01-2012,0,1,80,2012-01
CS2621,01-04-2012,0,4,48,2012-04
CS1551,10-01-2012,0,1,48,2012-01
CS5598,11-04-2014,1,4,72,2014-04
CS3476,02-02-2014,0,2,89,2014-02
CS4393,16-12-2014,0,12,101,2014-12
CS1136,05-04-2013,0,4,73,2013-04
CS3015,21-07-2013,0,7,65,2013-07
CS4848,02-08-2012,0,8,37,2012-08
CS5655,03-06-2011,0,6,68,2011-06
CS3446,27-02-2015,0,2,60,2015-02
CS2967,23-08-2013,0,8,81,2013-08
CS4178,26-01-2014,0,1,44,2014-01
CS4547,11-09-2013,1,9,35,2013-09
CS1224,21-12-2011,0,12,43,2011-12
CS1125,17-05-2012,0,5,62,2012-05
CS3732,30-08-2012,1,8,95,2012-08
CS3061,02-08-2011,0,8,63,2011-08
CS4895,28-01-2015,0,1,38,2015-01
CS1925,13-06-2013,0,6,97,2013-06
CS5923,19-07-2012,0,7,102,2012-07
CS1162,15-02-2014,0,2,68,2014-02
CS2803,28-07-2011,0,7,41,2011-07
CS2385,30-10-2012,1,10,65,2012-10
CS2491,28-03-2014,0,3,43,2014-03
CS2342,16-11-2013,0,11,68,2013-11
CS3058,29-10-2012,0,10,101,2012-10
CS5198,30-08-2012,0,8,91,2012-08
CS1381,10-02-2014,0,2,94,2014-02
CS3667,08-09-2012,0,9,76,2012-09
CS3830,15-04-2012,0,4,41,2012-04
CS5278,10-05-2013,0,5,61,2013-05
CS1818,04-12-2011,0,12,101,2011-12
CS4173,20-12-2013,0,12,64,2013-12
CS3315,28-04-2012,0,4,74,2012-04
CS3141,23-12-2013,0,12,102,2013-12
CS3359,03-07-2013,0,7,93,2013-07
CS3659,27-07-2013,0,7,45,2013-07
CS3401,24-01-2012,1,1,44,2012-01
CS4860,15-01-2013,0,1,87,2013-01
CS6044,15-05-2013,0,5,74,2013-05
CS4935,28-05-2011,0,5,86,2011-05
CS2994,10-08-2011,0,8,87,2011-08
CS1895,19-03-2013,1,3,35,2013-03
CS2495,11-04-2013,0,4,50,2013-04
CS5703,21-11-2013,0,11,79,2013-11
CS3543,28-11-2014,0,11,75,2014-11
CS1332,14-09-2011,0,9,82,2011-09
CS3430,16-01-2012,0,1,55,2012-01
CS3749,29-06-2014,0,6,99,2014-06
CS1747,02-04-2012,0,4,72,2012-04
CS3536,26-02-2012,0,2,83,2012-02
CS1944,29-01-2014,0,1,103,2014-01
CS4388,03-02-2012,0,2,105,2012-02
CS2245,31-03-2012,0,3,44,2012-03
CS5085,05-05-2014,0,5,56,2014-05
CS2766,05-02-2014,0,2,36,2014-02
CS4022,14-09-2014,0,9,98,2014-09
CS1492,13-12-2012,0,12,80,2012-12
CS5052,30-10-2011,0,10,47,2011-10
CS3085,11-03-2014,0,3,90,2014-03
CS5830,02-03-2012,0,3,60,2012-03
CS1749,25-04-2012,0,4,72,2012-04
CS2671,15-12-2012,0,12,36,2012-12
CS4002,12-07-2011,0,7,99,2011-07
CS2952,23-08-2013,1,8,66,2013-08
CS3073,18-05-2011,0,5,36,2011-05
CS4860,13-03-2013,0,3,49,2013-03
CS2350,28-01-2015,1,1,60,2015-01
CS2927,27-02-2014,0,2,47,2014-02
CS3825,11-08-2012,0,8,42,2012-08
CS5426,21-04-2014,0,4,103,2014-04
CS2267,26-06-2012,1,6,93,2012-06
CS4845,06-12-2012,0,12,44,2012-12
CS2761,13-06-2011,0,6,54,2011-06
CS5532,31-10-2011,0,10,59,2011-10
CS3742,22-11-2013,0,11,59,2013-11
CS5805,12-09-2014,0,9,91,2014-09
CS3111,22-01-2014,0,1,100,2014-01
CS3598,19-08-2011,0,8,76,2011-08
CS2459,31-05-2013,1,5,101,2013-05
CS1752,01-09-2013,0,9,84,2013-09
CS5398,10-05-2014,0,5,39,2014-05
CS1639,30-12-2014,0,12,98,2014-12
CS3136,08-10-2014,1,10,75,2014-10
CS5208,28-07-2014,0,7,94,2014-07
CS4434,05-05-2012,0,5,94,2012-05
CS3313,24-12-2012,1,12,56,2012-12
CS2181,26-08-2011,0,8,95,2011-08
CS2584,30-06-2011,0,6,58,2011-06
CS1510,01-09-2011,0,9,71,2011-09
CS4323,04-12-2011,0,12,72,2011-12
CS1396,25-01-2015,0,1,100,2015-01
CS5030,12-03-2013,0,3,41,2013-03
CS5351,08-01-2015,0,1,47,2015-01
CS4225,28-11-2013,0,11,63,2013-11
CS3204,22-07-2013,0,7,38,2013-07
CS1407,03-05-2013,1,5,81,2013-05
CS2907,24-07-2013,0,7,71,2013-07
CS5567,31-03-2013,0,3,56,2013-03
CS4544,22-10-2014,0,10,95,2014-10
CS5739,21-06-2014,0,6,36,2014-06
CS5179,24-11-2012,0,11,40,2012-11
CS5162,25-01-2013,0,1,104,2013-01
CS1898,18-01-2012,0,1,67,2012-01
CS3451,28-11-2012,0,11,56,2012-11
CS3686,21-07-2011,0,7,100,2011-07
CS1653,09-11-2013,1,11,97,2013-11
CS2084,20-04-2012,0,4,68,2012-04
CS5040,09-06-2014,0,6,73,2014-06
CS5180,22-03-2013,0,3,102,2013-03
CS1415,31-12-2011,0,12,46,2011-12
CS4491,02-03-2013,0,3,69,2013-03
CS3671,30-12-2012,0,12,37,2012-12
CS2746,12-03-2015,0,3,78,2015-03
CS5193,30-09-2012,0,9,70,2012-09
CS2401,18-06-2013,0,6,103,2013-06
CS1276,28-01-2014,0,1,61,2014-01
CS1166,11-01-2013,0,1,50,2013-01
CS1505,19-07-2011,0,7,51,2011-07
CS1490,07-09-2013,0,9,66,2013-09
CS4422,10-08-2013,0,8,100,2013-08
CS4245,21-10-2011,0,10,95,2011-10
CS2791,11-06-2012,0,6,68,2012-06
CS3037,28-08-2014,0,8,73,2014-08
CS3633,20-03-2012,0,3,98,2012-03
CS3191,18-11-2014,0,11,77,2014-11
CS1977,08-03-2013,0,3,105,2013-03
CS1516,05-12-2014,0,12,79,2014-12
CS3838,14-01-2012,0,1,90,2012-01
CS4683,03-01-2012,0,1,53,2012-01
CS3841,17-09-2012,1,9,67,2012-09
CS3062,05-07-2012,0,7,69,2012-07
CS2118,11-02-2014,0,2,40,2014-02
CS3656,12-02-2013,0,2,98,2013-02
CS3497,26-01-2013,0,1,80,2013-01
CS2812,22-02-2015,0,2,69,2015-02
CS4965,12-07-2013,0,7,38,2013-07
CS5017,17-03-2014,0,3,56,2014-03
CS5141,21-10-2011,1,10,43,2011-10
CS3559,16-06-2012,0,6,50,2012-06
CS2036,25-07-2012,0,7,63,2012-07
CS5611,21-08-2012,0,8,54,2012-08
CS2036,26-01-2015,0,1,63,2015-01
CS4420,20-01-2013,0,1,95,2013-01
CS5642,11-01-2015,0,1,90,2015-01
CS5354,10-09-2011,0,9,53,2011-09
CS5709,10-01-2013,0,1,62,2013-01
CS4750,18-12-2012,0,12,54,2012-12
CS4434,14-08-2014,0,8,47,2014-08
CS3010,20-11-2012,0,11,87,2012-11
CS4967,23-12-2013,0,12,100,2013-12
CS5539,27-05-2011,0,5,95,2011-05
CS1793,28-06-2012,0,6,68,2012-06
CS2879,06-12-2013,0,12,98,2013-12
CS5116,01-04-2012,0,4,77,2012-04
CS2200,11-10-2014,0,10,67,2014-10
CS4948,16-11-2014,0,11,83,2014-11
CS4761,24-01-2014,0,1,40,2014-01
CS4649,15-06-2013,0,6,87,2013-06
CS4575,18-02-2013,0,2,68,2013-02
CS4278,01-03-2013,0,3,73,2013-03
CS3830,18-11-2011,0,11,86,2011-11
CS4834,02-11-2012,0,11,74,2012-11
CS4869,13-12-2014,0,12,46,2014-12
CS1266,13-10-2012,0,10,44,2012-10
CS2416,30-03-2012,0,3,86,2012-03
CS1358,23-05-2012,0,5,102,2012-05
CS4944,05-04-2013,0,4,88,2013-04
CS2342,16-06-2013,0,6,94,2013-06
CS2483,28-12-2012,0,12,37,2012-12
CS3305,03-07-2014,0,7,71,2014-07
CS1473,02-12-2012,1,12,38,2012-12
CS1556,22-02-2015,0,2,67,2015-02
CS1444,02-05-2012,0,5,59,2012-05
CS5873,25-06-2012,1,6,82,2012-06
CS5742,07-08-2012,0,8,58,2012-08
CS3869,18-07-2013,0,7,61,2013-07
CS3965,29-06-2012,0,6,64,2012-06
CS1619,11-08-2011,1,8,52,2011-08
CS1163,10-07-2013,0,7,96,2013-07
CS4721,28-06-2014,0,6,42,2014-06
CS2204,04-05-2012,0,5,88,2012-05
CS3924,23-01-2014,0,1,61,2014-01
CS1290,25-07-2013,0,7,35,2013-07
CS4558,12-06-2014,0,6,90,2014-06
CS4454,26-02-2013,0,2,91,2013-02
CS4088,21-05-2014,0,5,100,2014-05
CS2347,24-08-2013,0,8,72,2013-08
CS2703,19-01-2015,1,1,56,2015-01
CS5115,23-09-2014,1,9,50,2014-09
CS1257,27-03-2012,0,3,76,2012-03
CS3693,17-07-2012,0,7,89,2012-07
CS4989,26-08-2011,0,8,76,2011-08
CS3998,28-02-2013,0,2,49,2013-02
CS1233,16-05-2014,1,5,52,2014-05
CS3273,23-07-2011,0,7,104,2011-07
CS2598,24-02-2013,0,2,97,2013-02
CS3577,14-09-2011,0,9,37,2011-09
CS3468,06-10-2011,1,10,70,2011-10
CS4820,23-11-2013,0,11,83,2013-11
CS1964,03-01-2014,1,1,51,2014-01
CS2266,10-10-2012,0,10,59,2012-10
CS2071,01-09-2014,0,9,73,2014-09
CS3302,01-09-2011,0,9,104,2011-09
CS2560,04-08-2012,0,8,39,2012-08
CS1267,06-03-2013,0,3,61,2013-03
CS6015,22-01-2014,0,1,91,2014-01
CS3721,03-11-2013,0,11,58,2013-11
CS5579,08-02-2013,0,2,74,2013-02
CS4080,16-09-2013,0,9,61,2013-09
CS4024,12-06-2014,0,6,52,2014-06
CS5970,05-09-2014,0,9,62,2014-09
CS4903,31-07-2013,1,7,70,2013-07
CS3845,09-03-2013,0,3,41,2013-03
CS1362,20-08-2014,0,8,71,2014-08
CS2346,16-10-2011,0,10,98,2011-10
CS1148,25-10-2012,1,10,50,2012-10
CS1978,04-07-2014,0,7,89,2014-07
CS2138,18-11-2014,0,11,93,2014-11
CS2790,27-12-2012,0,12,97,2012-12
CS2118,03-04-2014,0,4,40,2014-04
CS1722,25-06-2012,0,6,99,2012-06
CS3854,17-10-2012,1,10,101,2012-10
CS1770,02-02-2015,0,2,59,2015-02
CS2748,25-03-2013,1,3,51,2013-03
CS3574,20-04-2012,0,4,69,2012-04
CS4512,20-07-2012,0,7,95,2012-07
CS3187,27-01-2013,0,1,78,2013-01
CS4197,03-09-2013,0,9,95,2013-09
CS1926,01-10-2013,0,10,45,2013-10
CS4620,07-05-2012,0,5,72,2012-05
CS3796,05-09-2011,0,9,87,2011-09
CS3247,28-06-2012,0,6,74,2012-06
CS3119,07-12-2013,0,12,105,2013-12
CS4441,08-04-2014,0,4,67,2014-04
CS5835,09-07-2014,1,7,49,2014-07
CS5724,19-04-2014,0,4,71,2014-04
CS4694,29-12-2012,0,12,51,2012-12
CS2955,22-09-2012,0,9,66,2012-09
CS1832,21-11-2013,1,11,53,2013-11
CS5583,06-02-2014,0,2,103,2014-02
CS4753,18-05-2012,0,5,71,2012-05
CS3318,14-07-2011,1,7,75,2011-07
CS5455,27-06-2014,0,6,96,2014-06
CS2249,27-08-2014,0,8,44,2014-08
CS3415,17-01-2012,1,1,65,2012-01
CS2481,07-02-2014,0,2,90,2014-02
CS3694,08-08-2012,1,8,92,2012-08
CS4332,27-02-2015,0,2,64,2015-02
CS2802,19-05-2014,0,5,49,2014-05
CS2032,21-09-2011,0,9,39,2011-09
CS5713,20-07-2011,0,7,79,2011-07
CS4180,05-10-2014,0,10,58,2014-10
CS3943,20-02-2015,0,2,103,2015-02
CS2759,28-12-2012,0,12,97,2012-12
CS2125,01-10-2014,0,10,43,2014-10
CS2994,25-05-2013,0,5,77,2013-05
CS3907,12-09-2013,0,9,105,2013-09
CS2374,22-04-2013,1,4,77,2013-04
CS2293,07-06-2014,0,6,46,2014-06
CS3213,19-10-2014,0,10,49,2014-10
CS4780,20-06-2013,0,6,41,2013-06
CS3559,23-10-2013,0,10,43,2013-10
CS2580,28-01-2014,0,1,103,2014-01
CS3505,02-05-2013,1,5,91,2013-05
CS3185,25-10-2013,0,10,82,2013-10
CS5577,19-07-2013,0,7,99,2013-07
CS2432,11-05-2013,0,5,100,2013-05
CS3612,24-09-2011,0,9,64,2011-09
CS3631,08-04-2014,1,4,83,2014-04
CS4793,20-07-2014,0,7,52,2014-07
CS5813,18-06-2011,0,6,90,2011-06
CS2357,29-03-2012,0,3,61,2012-03
CS1412,17-04-2014,1,4,63,2014-04
CS5078,10-04-2014,0,4,49,2014-04
CS1560,10-08-2014,0,8,39,2014-08
CS2210,07-08-2011,0,8,56,2011-08
CS1400,20-06-2012,1,6,95,2012-06
CS5404,28-07-2011,1,7,67,2011-07
CS5794,15-09-2011,0,9,94,2011-09
CS3651,13-08-2011,0,8,103,2011-08
CS2461,06-12-2012,0,12,61,2012-12
CS1219,10-03-2013,0,3,77,2013-03
CS2020,16-12-2011,0,12,97,2011-12
CS4649,01-06-2014,0,6,91,2014-06
CS1214,22-10-2014,0,10,103,2014-10
CS1938,30-11-2011,0,11,48,2011-11
CS3705,03-03-2013,0,3,48,2013-03
CS3442,22-05-2011,0,5,63,2011-05
CS4172,05-02-2015,0,2,74,2015-02
CS2927,25-10-2012,0,10,46,2012-10
CS3043,02-07-2011,0,7,77,2011-07
CS1581,21-01-2014,0,1,35,2014-01
CS4483,10-12-2014,1,12,69,2014-12
CS1181,14-02-2014,0,2,37,2014-02
CS2339,03-04-2012,0,4,38,2012-04
CS4126,15-06-2014,0,6,81,2014-06
CS5994,12-12-2014,0,12,54,2014-12
CS2862,10-04-2014,0,4,58,2014-04
CS2439,29-01-2015,0,1,100,2015-01
CS4908,17-12-2013,0,12,39,2013-12
CS3921,06-09-2012,0,9,98,2012-09
CS5213,29-01-2013,0,1,78,2013-01
CS5620,14-03-2015,1,3,80,2015-03
CS5226,03-09-2014,0,9,53,2014-09
CS1123,20-12-2011,0,12,73,2011-12
CS5907,02-04-2014,0,4,68,2014-04
CS2601,07-12-2013,1,12,71,2013-12
CS5315,31-12-2012,0,12,87,2012-12
CS5318,03-01-2015,0,1,81,2015-01
CS5023,06-09-2011,0,9,97,2011-09
CS5836,10-02-2014,0,2,80,2014-02
CS5831,20-08-2012,0,8,61,2012-08
CS3797,02-03-2013,0,3,87,2013-03
CS1917,06-04-2013,0,4,83,2013-04
CS5379,08-01-2013,0,1,80,2013-01
CS2840,26-11-2013,1,11,62,2013-11
CS1576,15-07-2014,0,7,49,2014-07
CS4097,04-05-2012,0,5,87,2012-05
CS5917,07-10-2014,1,10,63,2014-10
CS4471,07-03-2012,0,3,89,2012-03
CS2039,23-09-2013,1,9,49,2013-09
CS1399,09-10-2014,1,10,67,2014-10
CS4800,14-12-2012,0,12,38,2012-12
CS5065,05-11-2012,0,11,87,2012-11
CS2366,18-08-2011,0,8,35,2011-08
CS3841,02-04-2013,1,4,63,2013-04
CS3871,21-02-2015,0,2,85,2015-02
CS2036,09-10-2011,0,10,52,2011-10
CS1265,07-01-2012,0,1,89,2012-01
CS5906,02-06-2012,0,6,48,2012-06
CS1371,31-08-2012,0,8,40,2012-08
CS3055,15-05-2013,0,5,54,2013-05
CS4626,27-02-2012,0,2,76,2012-02
CS3013,25-04-2014,0,4,72,2014-04
CS5749,09-04-2012,0,4,73,2012-04
CS5921,31-05-2011,0,5,89,2011-05
CS5752,10-12-2011,0,12,92,2011-12
CS4157,31-07-2012,1,7,73,2012-07
CS2330,09-05-2012,0,5,105,2012-05
CS3828,16-01-2014,0,1,72,2014-01
CS1485,18-06-2012,0,6,89,2012-06
CS1689,09-07-2011,1,7,77,2011-07
CS6110,15-11-2011,0,11,82,2011-11
CS3720,03-10-2014,0,10,50,2014-10
CS5897,29-04-2013,0,4,46,2013-04
CS1322,15-07-2013,0,7,68,2013-07
CS4823,29-08-2011,0,8,53,2011-08
CS3040,14-02-2012,0,2,70,2012-02
CS2584,27-12-2012,0,12,44,2012-12
CS2241,13-05-2014,0,5,89,2014-05
CS1670,11-07-2014,0,7,94,2014-07
CS5394,05-12-2013,0,12,73,2013-12
CS5058,27-03-2014,0,3,104,2014-03
CS2292,21-12-2013,1,12,76,2013-12
CS2301,04-04-2012,0,4,70,2012-04
CS5062,25-04-2014,0,4,90,2014-04
CS4598,19-11-2012,0,11,44,2012-11
CS4881,08-03-2014,0,3,38,2014-03
CS2030,06-05-2013,0,5,68,2013-05
CS1887,04-05-2013,0,5,95,2013-05
CS3515,16-08-2011,0,8,74,2011-08
CS5116,19-01-2015,0,1,59,2015-01
CS2599,14-02-2015,0,2,70,2015-02
CS3477,31-12-2014,0,12,46,2014-12
CS3175,15-03-2012,0,3,76,2012-03
CS3721,13-04-2014,0,4,103,2014-04
CS2601,21-08-2012,1,8,48,2012-08
CS5973,21-05-2013,0,5,42,2013-05
CS4374,03-02-2014,0,2,48,2014-02
CS1294,10-08-2014,0,8,103,2014-08
CS3326,02-07-2012,0,7,105,2012-07
CS2246,26-04-2014,0,4,101,2014-04
CS3897,07-12-2013,0,12,47,2013-12
CS5376,29-04-2012,0,4,89,2012-04
CS1489,02-11-2013,0,11,76,2013-11
CS3974,27-11-2014,0,11,90,2014-11
CS2391,11-04-2012,0,4,88,2012-04
CS2431,02-07-2012,0,7,38,2012-07
CS1703,07-05-2014,1,5,103,2014-05
CS2349,26-10-2012,0,10,85,2012-10
CS2007,05-05-2014,0,5,41,2014-05
CS1948,18-09-2012,0,9,87,2012-09
CS3408,17-03-2014,0,3,38,2014-03
CS3686,15-12-2011,0,12,55,2011-12
CS5195,01-04-2013,1,4,47,2013-04
CS1710,26-01-2014,0,1,65,2014-01
CS1510,12-12-2011,0,12,56,2011-12
CS1525,22-10-2012,0,10,61,2012-10
CS3991,12-08-2013,0,8,43,2013-08
CS1933,14-06-2011,0,6,48,2011-06
CS5772,23-03-2013,0,3,70,2013-03
CS3332,23-02-2013,0,2,105,2013-02
CS2616,06-11-2013,0,11,45,2013-11
CS4000,18-07-2013,0,7,82,2013-07
CS4105,19-08-2011,0,8,43,2011-08
CS4574,13-03-2013,0,3,55,2013-03
CS5446,06-09-2013,0,9,59,2013-09
CS1444,01-07-2011,0,7,100,2011-07
CS4470,02-10-2012,1,10,89,2012-10
CS3329,21-01-2013,0,1,93,2013-01
CS5203,23-10-2011,0,10,93,2011-10
CS4533,24-07-2012,1,7,60,2012-07
CS4708,28-02-2015,0,2,57,2015-02
CS4908,26-11-2012,0,11,87,2012-11
CS3171,09-01-2012,0,1,74,2012-01
CS4360,27-08-2012,0,8,63,2012-08
CS4860,26-06-2014,0,6,37,2014-06
CS3218,31-08-2013,0,8,50,2013-08
CS1307,17-11-2012,0,11,101,2012-11
CS2961,04-06-2012,0,6,105,2012-06
CS4545,22-10-2012,0,10,36,2012-10
CS2264,30-09-2012,0,9,104,2012-09
CS5580,13-09-2012,0,9,94,2012-09
CS1253,30-12-2013,1,12,99,2013-12
CS4730,13-03-2013,0,3,69,2013-03
CS3395,01-01-2014,0,1,40,2014-01
CS1699,15-06-2011,0,6,78,2011-06
CS4636,13-01-2013,0,1,86,2013-01
CS2739,21-10-2013,0,10,67,2013-10
CS4276,22-08-2011,1,8,95,2011-08
CS5530,05-01-2012,0,1,102,2012-01
CS3917,08-03-2012,0,3,40,2012-03
CS2623,18-05-2011,0,5,65,2011-05
CS5154,19-09-2014,0,9,47,2014-09
CS1477,13-10-2011,0,10,38,2011-10
CS2118,09-11-2011,0,11,103,2011-11
CS2055,02-05-2012,0,5,104,2012-05
CS5662,07-07-2013,0,7,46,2013-07
CS1426,18-09-2013,0,9,67,2013-09
CS3624,02-04-2012,0,4,103,2012-04
CS2192,15-10-2014,0,10,80,2014-10
CS5758,30-06-2011,0,6,63,2011-06
CS3074,28-06-2011,0,6,105,2011-06
CS3001,08-06-2013,0,6,55,2013-06
CS1914,26-11-2012,1,11,74,2012-11
CS1643,06-04-2014,0,4,66,2014-04
CS4868,27-06-2014,0,6,93,2014-06
CS5570,26-07-2011,0,7,47,2011-07
CS2052,20-11-2013,0,11,77,2013-11
CS3111,30-07-2014,0,7,48,2014-07
CS5187,08-07-2011,0,7,39,2011-07
CS4694,26-06-2013,0,6,70,2013-06
CS5463,03-05-2014,0,5,86,2014-05
CS1763,05-06-2013,0,6,87,2013-06
CS4323,09-11-2013,0,11,84,2013-11
CS2454,27-07-2014,0,7,62,2014-07
CS2952,26-07-2011,1,7,84,2011-07
CS5464,22-09-2011,0,9,36,2011-09
CS5402,11-02-2013,0,2,60,2013-02
CS3252,03-10-2013,0,10,100,2013-10
CS3895,08-08-2013,0,8,62,2013-08
CS3015,19-10-2013,0,10,47,2013-10
CS2336,14-02-2015,0,2,92,2015-02
CS5239,08-01-2014,1,1,103,2014-01
CS2728,15-07-2012,0,7,56,2012-07
CS4736,27-02-2015,0,2,64,2015-02
CS2578,03-01-2012,1,1,103,2012-01
CS6065,13-01-2013,0,1,36,2013-01
CS3849,18-01-2012,1,1,71,2012-01
CS4387,17-12-2014,0,12,36,2014-12
CS3505,28-02-2013,1,2,101,2013-02
CS3683,20-02-2013,0,2,80,2013-02
CS1313,20-06-2011,0,6,92,2011-06
CS2314,28-10-2014,0,10,70,2014-10
CS5750,12-12-2014,0,12,38,2014-12
CS4583,29-01-2014,0,1,58,2014-01
CS4639,26-07-2012,0,7,43,2012-07
CS5792,06-05-2014,0,5,103,2014-05
CS4267,15-09-2011,1,9,39,2011-09
CS3505,25-07-2011,1,7,42,2011-07
CS5043,01-04-2012,0,4,50,2012-04
CS3452,29-09-2013,0,9,40,2013-09
CS5143,26-07-2014,0,7,79,2014-07
CS3304,12-04-2014,0,4,48,2014-04
CS4672,29-10-2013,0,10,85,2013-10
CS4390,04-10-2012,0,10,76,2012-10
CS4434,30-04-2013,0,4,67,2013-04
CS2320,04-04-2014,0,4,91,2014-04
CS1321,12-06-2013,0,6,92,2013-06
CS2766,07-08-2011,0,8,72,2011-08
CS4833,10-04-2012,0,4,66,2012-04
CS2367,26-10-2011,0,10,77,2011-10
CS4511,25-05-2012,0,5,79,2012-05
CS2639,10-06-2014,0,6,101,2014-06
CS4375,04-07-2011,0,7,73,2011-07
CS4824,15-12-2013,0,12,69,2013-12
CS1464,19-05-2012,0,5,59,2012-05
CS1817,21-09-2012,0,9,103,2012-09
CS2728,07-04-2012,0,4,54,2012-04
CS1648,25-03-2012,0,3,55,2012-03
CS5458,21-03-2014,0,3,83,2014-03
CS1425,04-10-2011,0,10,104,2011-10
CS1690,21-02-2015,0,2,73,2015-02
CS1287,15-12-2013,0,12,104,2013-12
CS5029,29-10-2014,0,10,63,2014-10
CS5397,06-03-2014,0,3,47,2014-03
CS4017,24-03-2014,0,3,58,2014-03
CS3872,18-07-2014,0,7,87,2014-07
CS4285,03-10-2012,0,10,76,2012-10
CS1558,04-06-2013,0,6,37,2013-06
CS3010,12-12-2014,0,12,48,2014-12
CS3220,24-01-2013,0,1,50,2013-01
CS2090,27-02-2012,0,2,78,2012-02
CS1694,17-05-2012,0,5,39,2012-05
CS3040,18-02-2015,0,2,92,2015-02
CS5249,20-11-2013,0,11,61,2013-11
CS2233,01-03-2015,0,3,86,2015-03
CS2470,05-06-2013,0,6,80,2013-06
CS4559,26-02-2015,0,2,61,2015-02
CS3589,12-11-2011,0,11,61,2011-11
CS5532,12-07-2012,0,7,89,2012-07
CS1692,06-03-2013,0,3,46,2013-03
CS5545,23-10-2013,0,10,80,2013-10
CS3230,13-03-2012,0,3,100,2012-03
CS5081,05-12-2011,0,12,69,2011-12
CS3459,15-07-2012,0,7,41,2012-07
CS3990,29-08-2012,0,8,59,2012-08
CS5996,15-06-2014,0,6,43,2014-06
CS5008,17-05-2011,0,5,60,2011-05
CS4285,22-01-2014,0,1,57,2014-01
CS2091,12-09-2011,0,9,58,2011-09
CS2473,08-05-2012,0,5,68,2012-05
CS4910,18-05-2014,0,5,101,2014-05
CS2643,20-04-2013,0,4,89,2013-04
CS5811,20-12-2011,1,12,90,2011-12
CS3511,12-02-2014,0,2,89,2014-02
CS4012,01-08-2012,0,8,61,2012-08
CS3427,22-08-2013,0,8,74,2013-08
CS2388,31-01-2013,0,1,57,2013-01
CS4016,30-04-2013,1,4,71,2013-04
CS2513,01-12-2012,0,12,81,2012-12
CS1161,09-03-2012,0,3,70,2012-03
CS4544,12-01-2013,0,1,39,2013-01
CS1580,20-04-2012,1,4,95,2012-04
CS1751,23-05-2011,0,5,70,2011-05
CS1286,29-07-2011,1,7,53,2011-07
CS5492,13-07-2013,0,7,79,2013-07
CS3963,02-11-2013,0,11,61,2013-11
CS1212,16-06-2011,0,6,60,2011-06
CS3469,05-04-2014,0,4,53,2014-04
CS1409,24-03-2014,0,3,37,2014-03
CS3820,11-04-2014,1,4,99,2014-04
CS3782,17-04-2012,1,4,77,2012-04
CS3885,09-10-2014,0,10,103,2014-10
CS3817,22-01-2014,0,1,76,2014-01
CS1415,05-08-2012,0,8,73,2012-08
CS1442,12-06-2012,0,6,77,2012-06
CS4869,12-10-2012,0,10,72,2012-10
CS1398,12-04-2014,1,4,98,2014-04
CS5868,30-01-2013,1,1,50,2013-01
CS3423,18-02-2015,0,2,47,2015-02
CS2419,13-01-2015,0,1,102,2015-01
CS3615,24-04-2013,0,4,100,2013-04
CS3740,08-02-2014,0,2,35,2014-02
CS4321,11-08-2011,0,8,58,2011-08
CS5654,10-03-2015,1,3,50,2015-03
CS3504,18-07-2012,1,7,59,2012-07
CS1790,04-12-2012,0,12,71,2012-12
CS3757,10-02-2012,0,2,78,2012-02
CS1817,17-09-2014,0,9,67,2014-09
CS5679,25-05-2014,0,5,97,2014-05
CS2150,30-06-2013,0,6,61,2013-06
CS1454,07-09-2014,0,9,35,2014-09
CS4906,10-01-2015,0,1,91,2015-01
CS3457,23-06-2011,0,6,47,2011-06
CS5158,14-07-2011,0,7,68,2011-07
CS5907,24-02-2012,0,2,66,2012-02
CS3999,28-01-2012,1,1,83,2012-01
CS4051,18-07-2014,0,7,63,2014-07
CS1920,26-01-2015,0,1,98,2015-01
CS4132,05-04-2014,0,4,65,2014-04
CS5863,12-11-2012,0,11,84,2012-11
CS4219,16-05-2013,0,5,37,2013-05
CS4002,15-11-2012,0,11,61,2012-11
CS4008,08-12-2013,0,12,56,2013-12
CS1348,28-07-2014,0,7,40,2014-07
CS1335,15-11-2014,0,11,55,2014-11
CS3572,03-09-2011,1,9,77,2011-09
CS3931,24-12-2012,0,12,75,2012-12
CS6096,28-07-2011,0,7,91,2011-07
CS2240,10-03-2014,0,3,45,2014-03
CS4433,01-05-2013,0,5,48,2013-05
CS1499,24-06-2013,0,6,37,2013-06
CS1710,06-12-2011,0,12,100,2011-12
CS4939,08-01-2013,1,1,75,2013-01
